,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
NC-501,503,444,376,84.70%,169,334,0,51,117,386,169,150,144,96.00%,0,55,15,42,127,334,334,294,232,78.90%,36,75,259,0,0,0,0,0.00%,0,316,316,316,223,70.60%,157,20,72,244
NC-502,655,628,333,53.00%,334,321,0,57,192,463,334,317,177,55.80%,50,42,35,115,219,321,321,311,156,50.20%,22,77,244,0,0,0,0,0.00%,0,150,150,150,93,62.00%,22,34,73,77
NC-503,"3,202","2,364","1,525",64.50%,"2,010","1,192",0,357,"1,353","1,849","2,010","1,218",821,67.40%,104,107,184,788,"1,222","1,192","1,192","1,146",704,61.40%,173,565,627,0,0,0,0,0.00%,0,660,660,660,575,87.10%,81,118,345,315
NC-504,982,939,885,94.20%,417,565,0,114,436,546,417,417,413,99.00%,109,133,42,152,265,565,565,522,472,90.40%,72,284,281,0,0,0,0,0.00%,0,251,251,251,206,82.10%,55,72,149,102
NC-505,"1,787","1,758","1,220",69.40%,799,988,0,179,531,"1,256",799,770,711,92.30%,130,115,52,183,616,988,988,988,509,51.50%,127,348,640,0,0,0,0,0.00%,0,462,462,462,462,100.00%,141,74,213,249
NC-506,517,404,274,67.80%,323,194,0,57,209,308,323,270,193,71.50%,0,0,34,115,208,194,194,134,81,60.40%,23,94,100,0,0,0,0,0.00%,0,124,124,124,100,80.60%,0,4,10,114
NC-507,"1,056","1,012",907,89.60%,582,474,0,116,351,705,582,538,532,98.90%,0,3,67,241,341,474,474,474,375,79.10%,49,110,364,0,0,0,0,0.00%,0,712,712,712,621,87.20%,75,128,324,388
NC-509,199,151,151,100.00%,164,35,0,25,68,131,164,116,116,100.00%,52,21,20,53,111,35,35,35,35,100.00%,5,15,20,0,0,0,0,0.00%,0,126,126,126,126,100.00%,25,18,59,67
NC-511,282,235,209,88.90%,121,161,0,55,176,106,121,107,91,85.00%,0,4,9,31,90,161,161,128,118,92.20%,46,145,16,0,0,0,0,0.00%,0,32,32,32,29,90.60%,0,9,27,5
NC-513,121,121,110,90.90%,74,47,0,12,40,81,74,74,74,100.00%,0,22,2,4,70,47,47,47,36,76.60%,10,36,11,0,0,0,0,0.00%,0,103,103,103,93,90.30%,16,25,77,26
NC-516,132,58,44,75.90%,100,32,0,26,56,76,100,30,20,66.70%,2,7,22,44,56,32,32,28,24,85.70%,4,12,20,0,0,0,0,0.00%,0,48,48,40,32,80.00%,2,5,12,36
ND-500,850,601,601,100.00%,647,203,0,116,385,465,647,485,485,100.00%,0,38,85,273,374,203,203,116,116,100.00%,31,112,91,0,0,0,0,0.00%,0,480,480,480,455,94.80%,97,74,198,282
NE-500,274,218,161,73.90%,79,195,0,65,156,118,79,32,0,0.00%,0,30,16,41,38,195,195,186,161,86.60%,49,115,80,0,0,0,0,0.00%,0,59,59,59,0,0.00%,0,9,29,30
NE-501,"1,389","1,317","1,266",96.10%,782,607,0,194,583,806,782,728,725,99.60%,0,268,85,294,488,607,607,589,541,91.90%,109,289,318,0,0,0,0,0.00%,0,322,322,322,204,63.40%,34,44,149,173
NE-502,951,914,707,77.40%,320,631,0,196,533,418,320,320,270,84.40%,0,90,49,162,158,631,631,594,437,73.60%,147,371,260,0,0,0,0,0.00%,0,49,49,49,49,100.00%,9,4,8,41
NE-503,134,67,67,100.00%,97,37,0,25,85,49,97,30,30,100.00%,0,15,17,61,36,37,37,37,37,100.00%,8,24,13,0,0,0,0,0.00%,0,20,20,20,0,0.00%,0,5,5,15
NE-504,252,199,176,88.40%,54,198,0,54,152,100,54,26,26,100.00%,0,7,9,19,35,198,198,173,150,86.70%,45,133,65,0,0,0,0,0.00%,0,52,52,52,0,0.00%,0,12,12,40
NE-505,260,167,48,28.70%,102,158,0,62,172,88,102,54,12,22.20%,0,74,12,31,71,158,158,113,36,31.90%,50,141,17,0,0,0,0,0.00%,0,80,80,80,66,82.50%,14,0,0,80
NE-506,230,186,80,43.00%,186,44,0,41,125,105,186,146,60,41.10%,0,90,34,105,81,44,44,40,20,50.00%,7,20,24,0,0,0,0,0.00%,0,63,63,63,0,0.00%,0,7,7,56
NH-500,771,635,546,86.00%,446,325,0,139,443,328,446,329,327,99.40%,86,0,70,228,218,325,325,306,219,71.60%,69,215,110,0,0,0,0,0.00%,0,254,254,254,209,82.30%,48,38,114,140
NH-501,322,307,307,100.00%,151,167,4,69,165,157,151,136,136,100.00%,0,26,15,54,97,167,167,167,167,100.00%,54,111,56,4,4,4,4,100.00%,4,135,135,135,96,71.10%,14,28,58,77
NH-502,281,271,235,86.70%,73,203,5,49,143,138,73,63,59,93.70%,7,0,10,32,41,203,203,203,171,84.20%,39,111,92,5,5,5,5,100.00%,5,481,481,481,480,99.80%,138,89,239,242
NJ-500,332,302,302,100.00%,300,32,0,25,78,254,300,282,282,100.00%,0,85,22,68,232,32,32,20,20,100.00%,3,10,22,0,0,0,0,0.00%,0,37,37,37,37,100.00%,17,0,0,37
NJ-501,320,241,241,100.00%,122,198,0,58,159,161,122,90,90,100.00%,0,163,10,25,97,198,198,151,151,100.00%,48,134,64,0,0,0,0,0.00%,0,151,151,151,151,100.00%,64,8,16,135
NJ-502,435,408,408,100.00%,397,38,0,94,364,71,397,370,370,100.00%,42,339,90,336,61,38,38,38,38,100.00%,4,28,10,0,0,0,0,0.00%,0,103,103,103,103,100.00%,19,15,59,44
NJ-503,418,382,382,100.00%,157,261,0,42,156,262,157,121,121,100.00%,30,163,25,89,68,261,261,261,261,100.00%,17,67,194,0,0,0,0,0.00%,0,188,188,188,113,60.10%,45,5,12,176
NJ-504,"1,915","1,882","1,882",100.00%,"1,414",501,0,275,671,"1,244","1,414","1,414","1,414",100.00%,0,0,152,357,"1,057",501,501,468,468,100.00%,123,314,187,0,0,0,0,0.00%,0,401,401,401,401,100.00%,102,63,158,243
NJ-505,140,66,66,100.00%,104,36,0,45,104,36,104,38,38,100.00%,0,79,32,68,36,36,36,28,28,100.00%,13,36,0,0,0,0,0,0.00%,0,38,38,38,38,100.00%,0,5,8,30
NJ-506,445,379,379,100.00%,249,196,0,94,248,197,249,225,225,100.00%,0,"1,060",28,74,175,196,196,154,154,100.00%,66,174,22,0,0,0,0,0.00%,0,162,162,162,134,82.70%,56,16,52,110
NJ-507,361,340,340,100.00%,172,189,0,85,248,113,172,151,151,100.00%,35,"1,031",34,112,60,189,189,189,189,100.00%,51,136,53,0,0,0,0,0.00%,0,21,21,21,21,100.00%,5,2,4,17
NJ-508,164,106,106,100.00%,73,91,0,70,130,34,73,48,48,100.00%,0,459,12,39,34,91,91,58,58,100.00%,58,91,0,0,0,0,0,0.00%,0,261,261,261,261,100.00%,105,16,48,213
NJ-509,297,220,160,72.70%,136,141,20,48,147,150,136,99,59,59.60%,0,376,27,79,57,141,141,101,81,80.20%,21,68,73,20,20,20,20,100.00%,20,55,55,55,25,45.50%,0,15,45,10
NJ-510,128,62,48,77.40%,41,87,0,41,109,19,41,14,0,0.00%,0,455,9,35,6,87,87,48,48,100.00%,32,74,13,0,0,0,0,0.00%,0,64,64,64,50,78.10%,22,14,40,24
NJ-511,349,204,204,100.00%,260,89,0,88,225,124,260,160,160,100.00%,0,234,54,144,116,89,89,44,44,100.00%,34,81,8,0,0,0,0,0.00%,0,400,400,400,379,94.80%,244,10,20,380
NJ-512,134,134,134,100.00%,0,134,0,15,26,108,0,0,0,0.00%,0,0,0,0,0,134,134,134,134,100.00%,15,26,108,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
NJ-513,217,175,130,74.30%,89,128,0,35,88,129,89,74,60,81.10%,0,136,25,55,34,128,128,101,70,69.30%,10,33,95,0,0,0,0,0.00%,0,32,32,32,32,100.00%,11,0,0,32
NJ-514,561,537,537,100.00%,284,277,0,136,399,162,284,260,260,100.00%,119,181,67,186,98,277,277,277,277,100.00%,69,213,64,0,0,0,0,0.00%,0,447,447,447,447,100.00%,135,47,144,303
NJ-515,339,307,307,100.00%,231,108,0,75,214,125,231,205,205,100.00%,45,894,44,114,117,108,108,102,102,100.00%,31,100,8,0,0,0,0,0.00%,0,338,338,308,308,100.00%,16,56,179,159
NJ-516,80,28,14,50.00%,73,7,0,28,79,1,73,28,14,50.00%,0,388,27,73,0,7,7,0,.,.,1,6,1,0,0,0,0,0.00%,0,22,22,22,22,100.00%,11,0,0,22
NJ-518,10,0,0,.,0,10,0,2,10,0,0,0,0,0.00%,0,298,0,0,0,10,10,0,.,.,2,10,0,0,0,0,0,0.00%,0,17,17,17,14,82.40%,17,0,0,17
NJ-519,93,49,49,100.00%,64,29,0,32,85,8,64,49,49,100.00%,0,22,26,56,8,29,29,0,.,.,6,29,0,0,0,0,0,0.00%,0,8,8,8,8,100.00%,8,0,0,8
NJ-520,107,95,74,77.90%,89,18,0,14,49,58,89,77,56,72.70%,0,0,11,31,58,18,18,18,18,100.00%,3,18,0,0,0,0,0,0.00%,0,46,46,46,5,10.90%,5,0,0,46
NM-500,964,784,457,58.30%,329,635,0,179,483,481,329,244,134,54.90%,320,25,42,120,209,635,635,540,323,59.80%,137,363,272,0,0,0,0,0.00%,0,885,885,885,475,53.70%,213,125,329,556
NM-501,"1,728",837,453,54.10%,"1,155",573,0,141,917,811,"1,155",462,166,35.90%,275,0,59,596,559,573,573,375,287,76.50%,82,321,252,0,0,0,0,0.00%,0,386,386,386,365,94.60%,150,50,149,237
NV-500,"3,064","2,924","2,312",79.10%,867,"2,172",25,334,983,"2,081",867,727,580,79.80%,209,21,100,253,614,"2,172","2,172","2,172","1,707",78.60%,234,730,"1,442",25,25,25,25,100.00%,25,"1,399","1,399","1,399",622,44.50%,230,107,269,"1,130"
NV-501,598,546,316,57.90%,390,208,0,71,183,415,390,359,316,88.00%,75,41,52,138,252,208,208,187,0,0.00%,19,45,163,0,0,0,0,0.00%,0,356,356,356,194,54.50%,82,23,60,296
NV-502,309,155,131,84.50%,222,87,0,66,230,79,222,83,83,100.00%,0,358,33,173,49,87,87,72,48,66.70%,33,57,30,0,0,0,0,0.00%,0,75,75,75,75,100.00%,14,11,27,48
NY-500,698,660,591,89.50%,462,224,12,124,368,330,462,424,355,83.70%,17,60,75,232,230,224,224,224,224,100.00%,49,136,88,12,12,12,12,100.00%,12,"1,496","1,496","1,496","1,377",92.00%,79,333,939,557
NY-501,297,251,195,77.70%,49,248,0,21,47,250,49,15,15,100.00%,0,14,8,15,34,248,248,236,180,76.30%,13,32,216,0,0,0,0,0.00%,0,302,302,302,274,90.70%,25,44,63,239
NY-502,37,28,28,100.00%,28,9,0,3,9,28,28,19,19,100.00%,0,0,0,0,28,9,9,9,9,100.00%,3,9,0,0,0,0,0,0.00%,0,27,27,27,0,0.00%,5,1,3,24
NY-503,446,395,367,92.90%,309,137,0,51,133,313,309,279,251,90.00%,16,171,31,85,224,137,137,116,116,100.00%,20,48,89,0,0,0,0,0.00%,0,599,599,599,596,99.50%,76,90,247,352
NY-504,62,62,59,95.20%,16,46,0,14,31,31,16,16,13,81.30%,0,9,5,12,4,46,46,46,46,100.00%,9,19,27,0,0,0,0,0.00%,0,47,47,47,47,100.00%,2,7,13,34
NY-505,785,749,743,99.20%,359,426,0,63,169,616,359,323,317,98.10%,0,5,19,58,301,426,426,426,426,100.00%,44,111,315,0,0,0,0,0.00%,0,"1,194","1,194","1,194","1,168",97.80%,139,169,432,762
NY-506,26,0,0,.,26,0,0,6,12,14,26,0,0,.,0,15,6,12,14,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
NY-507,174,154,48,31.20%,146,28,0,17,36,138,146,126,28,22.20%,0,214,10,20,126,28,28,28,20,71.40%,7,16,12,0,0,0,0,0.00%,0,357,357,357,341,95.50%,40,62,144,213
NY-508,965,894,740,82.80%,464,485,16,112,369,596,464,428,323,75.50%,0,0,35,137,327,485,485,450,401,89.10%,77,232,253,16,16,16,16,100.00%,16,543,543,543,518,95.40%,20,12,32,511
NY-509,60,42,0,0.00%,24,36,0,9,18,42,24,6,0,0.00%,0,0,9,18,6,36,36,36,0,0.00%,0,0,36,0,0,0,0,0.00%,0,11,11,11,0,0.00%,0,4,9,2
NY-510,77,68,48,70.60%,35,42,0,22,51,26,35,26,26,100.00%,0,8,12,19,16,42,42,42,22,52.40%,10,32,10,0,0,0,0,0.00%,0,81,81,81,42,51.90%,20,19,56,25
NY-511,252,232,219,94.40%,122,130,0,21,48,204,122,102,100,98.00%,5,8,12,30,92,130,130,130,119,91.50%,9,18,112,0,0,0,0,0.00%,0,195,195,195,185,94.90%,62,33,78,117
NY-512,92,66,66,100.00%,61,31,0,27,64,28,61,43,43,100.00%,10,186,15,38,23,31,31,23,23,100.00%,12,26,5,0,0,0,0,0.00%,0,472,472,371,364,98.10%,58,99,304,168
NY-513,27,18,18,100.00%,15,12,0,3,9,18,15,6,6,100.00%,0,48,3,9,6,12,12,12,12,100.00%,0,0,12,0,0,0,0,0.00%,0,20,20,20,20,100.00%,0,4,12,8
NY-514,150,131,95,72.50%,86,64,0,37,67,83,86,67,45,67.20%,0,0,15,22,64,64,64,64,50,78.10%,22,45,19,0,0,0,0,0.00%,0,36,36,36,36,100.00%,0,9,18,18
NY-516,64,55,55,100.00%,47,17,0,8,39,25,47,38,38,100.00%,0,45,8,39,8,17,17,17,17,100.00%,0,0,17,0,0,0,0,0.00%,0,90,90,90,90,100.00%,13,15,66,24
NY-517,59,50,50,100.00%,9,50,0,16,56,3,9,0,0,0.00%,0,0,1,7,2,50,50,50,50,100.00%,15,49,1,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
NY-518,440,373,108,29.00%,94,346,0,45,108,332,94,72,54,75.00%,0,6,18,45,49,346,346,301,54,17.90%,27,63,283,0,0,0,0,0.00%,0,456,456,456,451,98.90%,18,105,254,202
NY-519,336,303,219,72.30%,264,72,0,56,177,159,264,239,183,76.60%,0,0,47,162,102,72,72,64,36,56.30%,9,15,57,0,0,0,0,0.00%,0,66,66,66,66,100.00%,6,2,4,62
NY-520,15,6,6,100.00%,15,0,0,4,9,6,15,6,6,100.00%,0,0,4,9,6,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,37,37,37,37,100.00%,18,0,0,37
NY-522,229,190,90,47.40%,39,190,0,7,20,209,39,0,0,0.00%,0,0,6,18,21,190,190,190,90,47.40%,1,2,188,0,0,0,0,0.00%,0,389,389,389,250,64.30%,0,43,175,214
NY-523,99,52,52,100.00%,51,48,0,15,38,61,51,33,33,100.00%,0,85,6,12,39,48,48,19,19,100.00%,9,26,22,0,0,0,0,0.00%,0,145,145,135,133,98.50%,22,25,61,84
NY-524,248,202,0,0.00%,81,167,0,13,42,206,81,57,0,0.00%,0,0,6,18,63,167,167,145,0,0.00%,7,24,143,0,0,0,0,0.00%,0,194,194,194,0,0.00%,16,27,56,138
NY-600,"51,878","48,562","45,866",94.40%,"44,710","7,056",112,"11,250","34,786","17,092","44,710","42,541","40,600",95.40%,0,263,"10,580","32,877","11,833","7,056","7,056","5,909","5,160",87.30%,670,"1,909","5,147",112,112,112,106,94.60%,112,"24,270","24,270","23,931","15,087",63.00%,"5,786","2,295","7,240","17,030"
NY-601,467,388,330,85.10%,244,223,0,131,259,208,244,200,150,75.00%,0,24,86,154,90,223,223,188,180,95.70%,45,105,118,0,0,0,0,0.00%,0,151,151,151,116,76.80%,17,34,81,70
NY-602,185,172,139,80.80%,139,46,0,33,108,77,139,126,93,73.80%,0,197,17,62,77,46,46,46,46,100.00%,16,46,0,0,0,0,0,0.00%,0,240,240,240,240,100.00%,55,50,125,115
NY-603,"2,241","2,241","1,018",45.40%,"1,716",525,0,489,"1,923",318,"1,716","1,716",513,29.90%,107,0,404,"1,509",207,525,525,525,505,96.20%,85,414,111,0,0,0,0,0.00%,0,"1,066","1,066","1,066",948,88.90%,75,190,705,361
NY-604,"2,465","2,373","2,340",98.60%,496,"1,969",0,526,"1,969",496,496,404,371,91.80%,57,0,53,113,383,"1,969","1,969","1,969","1,969",100.00%,473,"1,856",113,0,0,0,0,0.00%,0,"1,366","1,366","1,366","1,302",95.30%,109,151,417,949
NY-605,701,603,224,37.10%,518,183,0,180,484,217,518,503,141,28.00%,13,106,133,373,145,183,183,100,83,83.00%,47,111,72,0,0,0,0,0.00%,0,777,777,765,682,89.20%,29,186,505,272
NY-606,139,99,90,90.90%,61,78,0,40,100,39,61,46,46,100.00%,0,0,20,55,6,78,78,53,44,83.00%,20,45,33,0,0,0,0,0.00%,0,642,642,642,303,47.20%,69,59,110,532
NY-607,28,10,10,100.00%,28,0,0,3,9,19,28,10,10,100.00%,0,220,3,9,19,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,54,54,54,54,100.00%,12,9,18,36
NY-608,99,90,90,100.00%,69,30,0,10,36,63,69,60,60,100.00%,0,234,10,36,33,30,30,30,30,100.00%,0,0,30,0,0,0,0,0.00%,0,191,191,191,158,82.70%,33,39,110,81
OH-500,"1,057",908,908,100.00%,643,414,0,67,360,697,643,578,578,100.00%,30,5,15,205,438,414,414,330,330,100.00%,52,155,259,0,0,0,0,0.00%,0,"1,373","1,373","1,373","1,373",100.00%,159,163,458,915
OH-501,985,923,747,80.90%,523,450,12,129,370,615,523,495,370,74.70%,0,95,66,172,351,450,450,416,365,87.70%,63,198,252,12,12,12,12,100.00%,12,765,765,765,763,99.70%,206,149,332,433
OH-502,"2,120","2,075","1,636",78.80%,"1,110",974,36,201,543,"1,577","1,110","1,065",753,70.70%,0,150,97,266,844,974,974,974,847,87.00%,104,277,697,36,36,36,36,100.00%,36,"4,791","4,791","4,791","2,101",43.90%,"1,326",780,"1,989","2,802"
OH-503,942,908,878,96.70%,804,138,0,152,305,637,804,770,754,97.90%,150,10,134,267,537,138,138,138,124,89.90%,18,38,100,0,0,0,0,0.00%,0,"1,685","1,685","1,685","1,602",95.10%,485,194,388,"1,297"
OH-504,290,290,268,92.40%,176,113,1,49,164,126,176,176,154,87.50%,0,0,26,83,93,113,113,113,113,100.00%,23,81,32,1,1,1,1,100.00%,1,251,251,251,251,100.00%,66,48,161,90
OH-505,790,746,716,96.00%,514,251,25,104,280,510,514,478,478,100.00%,0,81,50,150,364,251,251,243,213,87.70%,54,130,121,25,25,25,25,100.00%,25,702,702,702,694,98.90%,212,104,243,459
OH-506,649,541,466,86.10%,294,345,10,97,289,360,294,248,245,98.80%,0,53,41,117,177,345,345,283,211,74.60%,56,172,173,10,10,10,10,100.00%,10,237,237,237,237,100.00%,67,22,62,175
OH-507,"4,044","3,291","2,713",82.40%,"2,267","1,777",0,653,"2,067","1,977","2,267","1,637","1,323",80.80%,115,69,213,790,"1,477","1,777","1,777","1,654","1,390",84.00%,440,"1,277",500,0,0,0,0,0.00%,0,"1,334","1,334","1,334","1,209",90.60%,98,156,437,897
OH-508,447,402,351,87.30%,244,173,30,90,256,191,244,199,157,78.90%,0,28,42,123,121,173,173,173,164,94.80%,48,133,40,30,30,30,30,100.00%,30,351,351,351,308,87.70%,130,45,146,205
OK-500,292,204,153,75.00%,204,88,0,52,98,194,204,136,85,62.50%,0,5,24,67,137,88,88,68,68,100.00%,28,31,57,0,0,0,0,0.00%,0,2,2,2,2,100.00%,2,0,0,2
OK-501,843,728,650,89.30%,523,270,50,84,269,574,523,437,437,100.00%,0,153,57,172,351,270,270,241,163,67.60%,27,97,173,50,50,50,50,100.00%,50,151,151,151,147,97.40%,112,0,0,151
OK-502,"1,073",982,529,53.90%,785,288,0,87,256,817,785,735,370,50.30%,0,125,38,119,666,288,288,247,159,64.40%,49,137,151,0,0,0,0,0.00%,0,272,272,261,210,80.50%,107,29,86,186
OK-503,187,121,65,53.70%,117,70,0,36,113,74,117,66,10,15.20%,0,0,18,62,55,70,70,55,55,100.00%,18,51,19,0,0,0,0,0.00%,0,51,51,51,34,66.70%,32,7,19,32
OK-504,231,207,160,77.30%,77,154,0,40,135,96,77,53,18,34.00%,0,0,13,36,41,154,154,154,142,92.20%,27,99,55,0,0,0,0,0.00%,0,29,29,29,29,100.00%,0,6,15,14
OK-505,402,307,156,50.80%,307,95,0,50,158,244,307,220,69,31.40%,0,0,41,128,179,95,95,87,87,100.00%,9,30,65,0,0,0,0,0.00%,0,42,42,25,15,60.00%,24,4,14,28
OK-506,172,172,114,66.30%,116,56,0,35,81,91,116,116,62,53.40%,0,12,19,39,77,56,56,56,52,92.90%,16,42,14,0,0,0,0,0.00%,0,6,6,6,0,0.00%,1,0,0,6
OK-507,433,211,33,15.60%,389,44,0,73,214,219,389,175,22,12.60%,0,37,65,189,200,44,44,36,11,30.60%,8,25,19,0,0,0,0,0.00%,0,55,55,55,55,100.00%,0,15,50,5
OR-500,961,912,532,58.30%,537,396,28,155,490,471,537,516,136,26.40%,0,178,39,139,398,396,396,368,368,100.00%,116,351,45,28,28,28,28,100.00%,28,198,198,198,198,100.00%,99,28,66,132
OR-501,"2,422","2,142","1,789",83.50%,559,"1,863",0,386,"1,173","1,249",559,466,306,65.70%,290,15,54,147,412,"1,863","1,863","1,676","1,483",88.50%,332,"1,026",837,0,0,0,0,0.00%,0,"2,523","2,523","2,523","1,716",68.00%,563,338,979,"1,544"
OR-502,718,684,49,7.20%,247,471,0,18,73,645,247,213,0,0.00%,12,0,12,51,196,471,471,471,49,10.40%,6,22,449,0,0,0,0,0.00%,0,686,686,686,71,10.30%,97,105,224,462
OR-503,372,345,233,67.50%,206,166,0,69,208,164,206,179,108,60.30%,0,39,28,82,124,166,166,166,125,75.30%,41,126,40,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
OR-504,803,772,387,50.10%,228,570,5,113,392,411,228,199,0,0.00%,0,82,11,49,179,570,570,568,382,67.30%,102,343,227,5,5,5,5,100.00%,5,282,282,282,42,14.90%,4,14,36,246
OR-505,"1,940","1,675",402,24.00%,"1,099",841,0,351,915,"1,025","1,099",855,45,5.30%,67,162,166,447,652,841,841,820,357,43.50%,185,468,373,0,0,0,0,0.00%,0,632,632,632,100,15.80%,33,172,438,194
OR-506,276,248,248,100.00%,102,164,10,70,203,73,102,74,74,100.00%,0,3,22,91,11,164,164,164,164,100.00%,48,112,52,10,10,10,10,100.00%,10,329,329,329,329,100.00%,47,43,126,203
OR-507,148,101,101,100.00%,48,100,0,48,130,18,48,14,14,100.00%,0,0,16,44,4,100,100,87,87,100.00%,32,86,14,0,0,0,0,0.00%,0,186,186,186,186,100.00%,15,34,95,91
PA-500,"6,163","5,978","5,019",84.00%,"3,767","2,326",70,"1,056","3,433","2,730","3,767","3,667","2,891",78.80%,319,108,494,"1,552","2,215","2,326","2,326","2,241","2,058",91.80%,562,"1,881",445,70,70,70,70,100.00%,70,"4,204","4,204","4,204","3,730",88.70%,850,817,"2,435","1,769"
PA-501,369,351,342,97.40%,187,157,25,68,187,182,187,169,164,97.00%,32,22,28,82,105,157,157,157,153,97.50%,40,105,52,25,25,25,25,100.00%,25,119,119,119,105,88.20%,42,11,30,89
PA-502,722,678,559,82.40%,361,361,0,159,477,245,361,347,276,79.50%,0,66,69,193,168,361,361,331,283,85.50%,90,284,77,0,0,0,0,0.00%,0,264,264,264,230,87.10%,36,35,116,148
PA-503,220,173,172,99.40%,102,118,0,27,80,140,102,80,80,100.00%,0,105,5,16,86,118,118,93,92,98.90%,22,64,54,0,0,0,0,0.00%,0,152,152,152,141,92.80%,21,31,80,72
PA-504,461,341,277,81.20%,195,266,0,103,350,111,195,176,133,75.60%,30,15,35,118,77,266,266,165,144,87.30%,68,232,34,0,0,0,0,0.00%,0,144,144,144,144,100.00%,47,22,66,78
PA-505,483,393,248,63.10%,264,211,8,70,203,280,264,255,110,43.10%,22,0,19,49,215,211,211,130,130,100.00%,51,154,57,8,8,8,8,100.00%,8,191,191,191,191,100.00%,14,20,58,133
PA-506,485,407,347,85.30%,192,293,0,73,252,233,192,166,106,63.90%,62,0,15,65,127,293,293,241,241,100.00%,58,187,106,0,0,0,0,0.00%,0,272,272,272,242,89.00%,65,37,127,145
PA-507,"1,546","1,085",863,79.50%,833,713,0,275,943,603,833,503,359,71.40%,30,42,113,435,398,713,713,582,504,86.60%,162,508,205,0,0,0,0,0.00%,0,426,426,426,379,89.00%,68,23,60,366
PA-508,229,208,208,100.00%,53,176,0,54,152,77,53,41,41,100.00%,24,7,9,23,30,176,176,167,167,100.00%,45,129,47,0,0,0,0,0.00%,0,45,45,45,45,100.00%,45,0,0,45
PA-509,892,734,550,74.90%,328,564,0,217,646,246,328,221,182,82.40%,25,36,54,174,154,564,564,513,368,71.70%,163,472,92,0,0,0,0,0.00%,0,337,337,337,286,84.90%,76,35,91,246
PA-510,617,556,495,89.00%,246,371,0,121,353,264,246,208,196,94.20%,62,14,32,109,137,371,371,348,299,85.90%,89,244,127,0,0,0,0,0.00%,0,100,100,100,85,85.00%,21,17,44,56
PA-511,468,455,438,96.30%,99,369,0,114,343,125,99,86,86,100.00%,0,15,25,69,30,369,369,369,352,95.40%,89,274,95,0,0,0,0,0.00%,0,44,44,44,36,81.80%,22,0,0,44
PA-600,"1,340","1,217","1,081",88.80%,387,915,38,264,724,616,387,309,249,80.60%,100,24,52,172,215,915,915,870,794,91.30%,212,552,363,38,38,38,38,100.00%,38,916,916,916,868,94.80%,153,190,608,308
PA-601,733,594,573,96.50%,303,398,32,105,388,345,303,214,196,91.60%,0,30,29,142,161,398,398,348,345,99.10%,76,246,152,32,32,32,32,100.00%,32,365,365,314,253,80.60%,46,67,182,183
PA-602,482,309,106,34.30%,298,184,0,85,264,218,298,167,29,17.40%,0,46,49,161,137,184,184,142,77,54.20%,36,103,81,0,0,0,0,0.00%,0,300,300,269,262,97.40%,53,28,72,228
PA-603,130,95,95,100.00%,43,87,0,18,60,70,43,18,18,100.00%,0,0,9,31,12,87,87,77,77,100.00%,9,29,58,0,0,0,0,0.00%,0,128,128,128,128,100.00%,5,14,39,89
PA-605,405,339,334,98.50%,231,174,0,73,203,202,231,193,193,100.00%,150,152,23,91,140,174,174,146,141,96.60%,50,112,62,0,0,0,0,0.00%,0,293,293,293,286,97.60%,53,28,65,228
PR-502,"1,387","1,152",968,84.00%,337,"1,028",22,116,281,"1,106",337,218,213,97.70%,0,0,30,103,234,"1,028","1,028",912,733,80.40%,86,178,850,22,22,22,22,100.00%,22,927,927,868,393,45.30%,97,128,269,658
PR-503,632,483,483,100.00%,276,346,10,54,200,432,276,183,183,100.00%,0,0,6,93,183,346,346,290,290,100.00%,48,107,239,10,10,10,10,100.00%,10,329,329,329,329,100.00%,151,41,101,228
RI-500,"1,215","1,092",975,89.30%,771,427,17,215,574,641,771,676,610,90.20%,6,23,105,319,452,427,427,399,348,87.20%,110,255,172,17,17,17,17,100.00%,17,"1,321","1,321","1,321","1,114",84.30%,343,216,644,677
SC-500,503,444,251,56.50%,248,255,0,56,207,296,248,189,151,79.90%,0,20,28,141,107,255,255,255,100,39.20%,28,66,189,0,0,0,0,0.00%,0,178,178,178,90,50.60%,44,13,26,152
SC-501,"1,573","1,376","1,062",77.20%,707,854,12,163,716,857,707,519,450,86.70%,213,242,35,332,375,854,854,845,600,71.00%,128,384,470,12,12,12,12,100.00%,12,178,178,178,128,71.90%,107,8,20,158
SC-502,834,707,582,82.30%,316,518,0,132,363,471,316,189,143,75.70%,220,68,50,156,160,518,518,518,439,84.70%,82,207,311,0,0,0,0,0.00%,0,498,498,398,398,100.00%,52,108,283,215
SC-503,598,492,441,89.60%,271,327,0,84,281,317,271,177,146,82.50%,0,84,43,129,142,327,327,315,295,93.70%,41,152,175,0,0,0,0,0.00%,0,446,446,446,413,92.60%,61,75,244,202
